Species: 1: 1. Tains Ants;  
Nations: 2: 1. First Nation;  2. Second Nation;  
Bases:   2: 1. Base, 500, 500;  2. Base, 510, 510;  
Tains Ants, First Nation, 17: 150, 24, 150
Tains Ants, First Nation, 18: 842, 968, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 968, 850, 114
Tains Ants, First Nation, 21: 150, 150, 302
Tains Ants, First Nation, 22: 850, 775, 130
Tains Ants, First Nation, 23: 150, 225, 319
Tains Ants, First Nation, 24: 900, 650, 147
Tains Ants, First Nation, 25: 100, 650, 215
Tains Ants, First Nation, 26: 850, 225, 43
Tains Ants, First Nation, 27: 150, 775, 231
Tains Ants, First Nation, 28: 976, 150, 59
Tains Ants, First Nation, 29: 32, 850, 247
Tains Ants, First Nation, 30: 1000, 0, 75
Tains Ants, First Nation, 31: 150, 968, 23
Tains Ants, First Nation, 32: 850, 24, 211
Tains Ants, First Nation, 33: 225, 850, 39
Tains Ants, First Nation, 34: 775, 150, 227
Tains Ants, First Nation, 35: 350, 900, 55
Tains Ants, First Nation, 36: 350, 100, 124
Tains Ants, First Nation, 37: 775, 850, 312
Tains Ants, First Nation, 38: 225, 150, 140
Tains Ants, First Nation, 39: 850, 850, 328
Tains Ants, First Nation, 40: 150, 32, 156
Tains Ants, First Nation, 41: 1000, 1000, 344
Tains Ants, First Nation, 42: 32, 158, 292
Tains Ants, First Nation, 43: 976, 850, 120
Tains Ants, First Nation, 44: 150, 275, 308
Tains Ants, First Nation, 45: 850, 775, 136
Tains Ants, First Nation, 46: 100, 350, 324
Tains Ants, First Nation, 47: 900, 350, 32
Tains Ants, First Nation, 48: 150, 775, 220
Tains Ants, First Nation, 49: 850, 225, 48
Tains Ants, First Nation, 50: 150, 850, 237
Tains Ants, Second Nation, 51: 956, 160, 65
Tains Ants, Second Nation, 52: 7, 956, 13
Tains Ants, Second Nation, 53: 956, 7, 81
Tains Ants, Second Nation, 54: 160, 967, 29
Tains Ants, Second Nation, 55: 860, 141, 217
Tains Ants, Second Nation, 56: 231, 844, 45
Tains Ants, Second Nation, 57: 651, 94, 233
Tains Ants, Second Nation, 58: 666, 896, 301
Tains Ants, Second Nation, 59: 241, 141, 129
Tains Ants, Second Nation, 60: 789, 844, 317
Tains Ants, Second Nation, 61: 160, 141, 145
Tains Ants, Second Nation, 62: 860, 956, 333
Tains Ants, Second Nation, 63: 0, 0, 281
Tains Ants, Second Nation, 64: 1000, 1000, 110
Tains Ants, Second Nation, 65: 20, 160, 298
Tains Ants, Second Nation, 66: 844, 860, 126
Tains Ants, Second Nation, 67: 141, 241, 314
Tains Ants, Second Nation, 68: 896, 789, 142
Tains Ants, Second Nation, 69: 94, 651, 210
Tains Ants, Second Nation, 70: 896, 231, 38
Tains Ants, Second Nation, 71: 141, 779, 226
Tains Ants, Second Nation, 72: 844, 160, 54
Tains Ants, Second Nation, 73: 20, 860, 242
Tains Ants, Second Nation, 74: 956, 7, 70
Tains Ants, Second Nation, 75: 7, 956, 18
Tains Ants, Second Nation, 76: 860, 20, 206
Tains Ants, Second Nation, 77: 160, 844, 35
Tains Ants, Second Nation, 78: 779, 141, 223
Tains Ants, Second Nation, 79: 231, 844, 51
Tains Ants, Second Nation, 80: 651, 94, 239
Tains Ants, Second Nation, 81: 666, 896, 307
Tains Ants, Second Nation, 82: 241, 141, 135
Tains Ants, Second Nation, 83: 860, 844, 323
Tains Ants, Second Nation, 84: 160, 15, 151
Tains Ants, Second Nation, 85: 1000, 1000, 99
Tains Ants, Second Nation, 86: 0, 0, 287
Tains Ants, Second Nation, 87: 956, 860, 115
Tains Ants, Second Nation, 88: 141, 160, 303
Tains Ants, Second Nation, 89: 844, 789, 131
Tains Ants, Second Nation, 90: 141, 241, 319
Tains Ants, Second Nation, 91: 896, 666, 148
Tains Ants, Second Nation, 92: 94, 651, 216
Tains Ants, Second Nation, 93: 844, 231, 44
Tains Ants, Second Nation, 94: 141, 732, 232
Tains Ants, Second Nation, 95: 967, 160, 60
Tains Ants, Second Nation, 96: 20, 855, 248
Tains Ants, Second Nation, 97: 956, 7, 76
Tains Ants, Second Nation, 98: 160, 956, 24
Tains Ants, Second Nation, 99: 860, 141, 212
Tains Ants, Second Nation, 100: 231, 844, 40
*********************
 Round, 177:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 847, 778, 141
Tains Ants, First Nation, 2: 102, 347, 329
Tains Ants, First Nation, 3: 898, 347, 37
Tains Ants, First Nation, 4: 153, 778, 225
Tains Ants, First Nation, 5: 847, 148, 53
Tains Ants, First Nation, 6: 27, 852, 241
Tains Ants, First Nation, 7: 1000, 0, 189
Tains Ants, First Nation, 8: 0, 1000, 17
Tains Ants, First Nation, 9: 852, 36, 206
Tains Ants, First Nation, 10: 148, 847, 34
Tains Ants, First Nation, 11: 778, 153, 222
Tains Ants, First Nation, 12: 222, 847, 50
Tains Ants, First Nation, 13: 653, 102, 238
Tains Ants, First Nation, 14: 653, 898, 306
Tains Ants, First Nation, 15: 222, 153, 134
Tains Ants, First Nation, 16: 727, 847, 322
Tains Ants, First Nation, 17: 148, 27, 150
Tains Ants, First Nation, 18: 843, 964, 338
Tains Ants, First Nation, 19: 0, 0, 286
Tains Ants, First Nation, 20: 964, 852, 114
Tains Ants, First Nation, 21: 153, 148, 302
Tains Ants, First Nation, 22: 847, 778, 130
Tains Ants, First Nation, 23: 153, 222, 319
Tains Ants, First Nation, 24: 898, 653, 147
Tains Ants, First Nation, 25: 102, 653, 215
Tains Ants, First Nation, 26: 847, 222, 43
Tains Ants, First Nation, 27: 153, 778, 231
Tains Ants, First Nation, 28: 973, 148, 59
Tains Ants, First Nation, 29: 36, 852, 247
Tains Ants, First Nation, 30: 1000, 0, 195
Tains Ants, First Nation, 31: 148, 964, 23
Tains Ants, First Nation, 32: 852, 27, 211
Tains Ants, First Nation, 33: 222, 847, 39
Tains Ants, First Nation, 34: 778, 153, 227
Tains Ants, First Nation, 35: 347, 898, 55
Tains Ants, First Nation, 36: 347, 102, 124
Tains Ants, First Nation, 37: 778, 847, 312
Tains Ants, First Nation, 38: 222, 153, 140
Tains Ants, First Nation, 39: 852, 847, 328
Tains Ants, First Nation, 40: 148, 36, 156
Tains Ants, First Nation, 41: 1000, 1000, 104
Tains Ants, First Nation, 42: 36, 157, 292
Tains Ants, First Nation, 43: 973, 852, 120
Tains Ants, First Nation, 44: 153, 273, 308
Tains Ants, First Nation, 45: 847, 778, 136
Tains Ants, First Nation, 46: 102, 347, 324
Tains Ants, First Nation, 47: 898, 347, 32
Tains Ants, First Nation, 48: 153, 778, 220
Tains Ants, First Nation, 49: 847, 222, 48
Tains Ants, First Nation, 50: 153, 852, 237
Tains Ants, Second Nation, 51: 952, 158, 65
Tains Ants, Second Nation, 52: 6, 952, 13
Tains Ants, Second Nation, 53: 952, 6, 81
Tains Ants, Second Nation, 54: 158, 964, 29
Tains Ants, Second Nation, 55: 862, 144, 217
Tains Ants, Second Nation, 56: 228, 841, 45
Tains Ants, Second Nation, 57: 654, 96, 233
Tains Ants, Second Nation, 58: 669, 894, 301
Tains Ants, Second Nation, 59: 238, 144, 129
Tains Ants, Second Nation, 60: 792, 841, 317
Tains Ants, Second Nation, 61: 158, 144, 145
Tains Ants, Second Nation, 62: 862, 952, 333
Tains Ants, Second Nation, 63: 0, 0, 161
Tains Ants, Second Nation, 64: 1000, 1000, 350
Tains Ants, Second Nation, 65: 24, 158, 298
Tains Ants, Second Nation, 66: 841, 862, 126
Tains Ants, Second Nation, 67: 144, 238, 314
Tains Ants, Second Nation, 68: 894, 792, 142
Tains Ants, Second Nation, 69: 96, 654, 210
Tains Ants, Second Nation, 70: 894, 228, 38
Tains Ants, Second Nation, 71: 144, 782, 226
Tains Ants, Second Nation, 72: 841, 158, 54
Tains Ants, Second Nation, 73: 24, 862, 242
Tains Ants, Second Nation, 74: 952, 6, 70
Tains Ants, Second Nation, 75: 6, 952, 18
Tains Ants, Second Nation, 76: 862, 24, 206
Tains Ants, Second Nation, 77: 158, 841, 35
Tains Ants, Second Nation, 78: 782, 144, 223
Tains Ants, Second Nation, 79: 228, 841, 51
Tains Ants, Second Nation, 80: 654, 96, 239
Tains Ants, Second Nation, 81: 669, 894, 307
Tains Ants, Second Nation, 82: 238, 144, 135
Tains Ants, Second Nation, 83: 862, 841, 323
Tains Ants, Second Nation, 84: 158, 18, 151
Tains Ants, Second Nation, 85: 1000, 1000, 339
Tains Ants, Second Nation, 86: 0, 0, 167
Tains Ants, Second Nation, 87: 952, 862, 115
Tains Ants, Second Nation, 88: 144, 158, 303
Tains Ants, Second Nation, 89: 841, 792, 131
Tains Ants, Second Nation, 90: 144, 238, 319
Tains Ants, Second Nation, 91: 894, 669, 148
Tains Ants, Second Nation, 92: 96, 654, 216
Tains Ants, Second Nation, 93: 841, 228, 44
Tains Ants, Second Nation, 94: 144, 734, 232
Tains Ants, Second Nation, 95: 964, 158, 60
Tains Ants, Second Nation, 96: 24, 856, 248
Tains Ants, Second Nation, 97: 952, 6, 76
Tains Ants, Second Nation, 98: 158, 952, 24
Tains Ants, Second Nation, 99: 862, 144, 212
Tains Ants, Second Nation, 100: 228, 841, 40
*********************
 Round, 178:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 844, 781, 141
Tains Ants, First Nation, 2: 104, 344, 329
Tains Ants, First Nation, 3: 896, 344, 37
Tains Ants, First Nation, 4: 156, 781, 225
Tains Ants, First Nation, 5: 844, 146, 53
Tains Ants, First Nation, 6: 30, 854, 241
Tains Ants, First Nation, 7: 1000, 0, 69
Tains Ants, First Nation, 8: 0, 1000, 257
Tains Ants, First Nation, 9: 854, 40, 206
Tains Ants, First Nation, 10: 146, 844, 34
Tains Ants, First Nation, 11: 781, 156, 222
Tains Ants, First Nation, 12: 219, 844, 50
Tains Ants, First Nation, 13: 656, 104, 238
Tains Ants, First Nation, 14: 656, 896, 306
Tains Ants, First Nation, 15: 219, 156, 134
Tains Ants, First Nation, 16: 729, 844, 322
Tains Ants, First Nation, 17: 146, 30, 150
Tains Ants, First Nation, 18: 844, 960, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 960, 854, 114
Tains Ants, First Nation, 21: 156, 146, 302
Tains Ants, First Nation, 22: 844, 781, 130
Tains Ants, First Nation, 23: 156, 219, 319
Tains Ants, First Nation, 24: 896, 656, 147
Tains Ants, First Nation, 25: 104, 656, 215
Tains Ants, First Nation, 26: 844, 219, 43
Tains Ants, First Nation, 27: 156, 781, 231
Tains Ants, First Nation, 28: 970, 146, 59
Tains Ants, First Nation, 29: 40, 854, 247
Tains Ants, First Nation, 30: 1000, 0, 75
Tains Ants, First Nation, 31: 146, 960, 23
Tains Ants, First Nation, 32: 854, 30, 211
Tains Ants, First Nation, 33: 219, 844, 39
Tains Ants, First Nation, 34: 781, 156, 227
Tains Ants, First Nation, 35: 344, 896, 55
Tains Ants, First Nation, 36: 344, 104, 124
Tains Ants, First Nation, 37: 781, 844, 312
Tains Ants, First Nation, 38: 219, 156, 140
Tains Ants, First Nation, 39: 854, 844, 328
Tains Ants, First Nation, 40: 146, 40, 156
Tains Ants, First Nation, 41: 1000, 1000, 344
Tains Ants, First Nation, 42: 40, 156, 292
Tains Ants, First Nation, 43: 970, 854, 120
Tains Ants, First Nation, 44: 156, 271, 308
Tains Ants, First Nation, 45: 844, 781, 136
Tains Ants, First Nation, 46: 104, 344, 324
Tains Ants, First Nation, 47: 896, 344, 32
Tains Ants, First Nation, 48: 156, 781, 220
Tains Ants, First Nation, 49: 844, 219, 48
Tains Ants, First Nation, 50: 156, 854, 237
Tains Ants, Second Nation, 51: 948, 156, 65
Tains Ants, Second Nation, 52: 5, 948, 13
Tains Ants, Second Nation, 53: 948, 5, 81
Tains Ants, Second Nation, 54: 156, 961, 29
Tains Ants, Second Nation, 55: 864, 147, 217
Tains Ants, Second Nation, 56: 225, 838, 45
Tains Ants, Second Nation, 57: 657, 98, 233
Tains Ants, Second Nation, 58: 672, 892, 301
Tains Ants, Second Nation, 59: 235, 147, 129
Tains Ants, Second Nation, 60: 795, 838, 317
Tains Ants, Second Nation, 61: 156, 147, 145
Tains Ants, Second Nation, 62: 864, 948, 333
Tains Ants, Second Nation, 63: 0, 0, 281
Tains Ants, Second Nation, 64: 1000, 1000, 110
Tains Ants, Second Nation, 65: 28, 156, 298
Tains Ants, Second Nation, 66: 838, 864, 126
Tains Ants, Second Nation, 67: 147, 235, 314
Tains Ants, Second Nation, 68: 892, 795, 142
Tains Ants, Second Nation, 69: 98, 657, 210
Tains Ants, Second Nation, 70: 892, 225, 38
Tains Ants, Second Nation, 71: 147, 785, 226
Tains Ants, Second Nation, 72: 838, 156, 54
Tains Ants, Second Nation, 73: 28, 864, 242
Tains Ants, Second Nation, 74: 948, 5, 70
Tains Ants, Second Nation, 75: 5, 948, 18
Tains Ants, Second Nation, 76: 864, 28, 206
Tains Ants, Second Nation, 77: 156, 838, 35
Tains Ants, Second Nation, 78: 785, 147, 223
Tains Ants, Second Nation, 79: 225, 838, 51
Tains Ants, Second Nation, 80: 657, 98, 239
Tains Ants, Second Nation, 81: 672, 892, 307
Tains Ants, Second Nation, 82: 235, 147, 135
Tains Ants, Second Nation, 83: 864, 838, 323
Tains Ants, Second Nation, 84: 156, 21, 151
Tains Ants, Second Nation, 85: 1000, 1000, 99
Tains Ants, Second Nation, 86: 0, 0, 287
Tains Ants, Second Nation, 87: 948, 864, 115
Tains Ants, Second Nation, 88: 147, 156, 303
Tains Ants, Second Nation, 89: 838, 795, 131
Tains Ants, Second Nation, 90: 147, 235, 319
Tains Ants, Second Nation, 91: 892, 672, 148
Tains Ants, Second Nation, 92: 98, 657, 216
Tains Ants, Second Nation, 93: 838, 225, 44
Tains Ants, Second Nation, 94: 147, 736, 232
Tains Ants, Second Nation, 95: 961, 156, 60
Tains Ants, Second Nation, 96: 28, 857, 248
Tains Ants, Second Nation, 97: 948, 5, 76
Tains Ants, Second Nation, 98: 156, 948, 24
Tains Ants, Second Nation, 99: 864, 147, 212
Tains Ants, Second Nation, 100: 225, 838, 40
*********************
 Round, 179:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 841, 784, 141
Tains Ants, First Nation, 2: 106, 341, 329
Tains Ants, First Nation, 3: 894, 341, 37
Tains Ants, First Nation, 4: 159, 784, 225
Tains Ants, First Nation, 5: 841, 144, 53
Tains Ants, First Nation, 6: 33, 856, 241
Tains Ants, First Nation, 7: 1000, 0, 189
Tains Ants, First Nation, 8: 0, 1000, 17
Tains Ants, First Nation, 9: 856, 44, 206
Tains Ants, First Nation, 10: 144, 841, 34
Tains Ants, First Nation, 11: 784, 159, 222
Tains Ants, First Nation, 12: 216, 841, 50
Tains Ants, First Nation, 13: 659, 106, 238
Tains Ants, First Nation, 14: 659, 894, 306
Tains Ants, First Nation, 15: 216, 159, 134
Tains Ants, First Nation, 16: 731, 841, 322
Tains Ants, First Nation, 17: 144, 33, 150
Tains Ants, First Nation, 18: 845, 956, 338
Tains Ants, First Nation, 19: 0, 0, 286
Tains Ants, First Nation, 20: 956, 856, 114
Tains Ants, First Nation, 21: 159, 144, 302
Tains Ants, First Nation, 22: 841, 784, 130
Tains Ants, First Nation, 23: 159, 216, 319
Tains Ants, First Nation, 24: 894, 659, 147
Tains Ants, First Nation, 25: 106, 659, 215
Tains Ants, First Nation, 26: 841, 216, 43
Tains Ants, First Nation, 27: 159, 784, 231
Tains Ants, First Nation, 28: 967, 144, 59
Tains Ants, First Nation, 29: 44, 856, 247
Tains Ants, First Nation, 30: 1000, 0, 195
Tains Ants, First Nation, 31: 144, 956, 23
Tains Ants, First Nation, 32: 856, 33, 211
Tains Ants, First Nation, 33: 216, 841, 39
Tains Ants, First Nation, 34: 784, 159, 227
Tains Ants, First Nation, 35: 341, 894, 55
Tains Ants, First Nation, 36: 341, 106, 124
Tains Ants, First Nation, 37: 784, 841, 312
Tains Ants, First Nation, 38: 216, 159, 140
Tains Ants, First Nation, 39: 856, 841, 328
Tains Ants, First Nation, 40: 144, 44, 156
Tains Ants, First Nation, 41: 1000, 1000, 104
Tains Ants, First Nation, 42: 44, 155, 292
Tains Ants, First Nation, 43: 967, 856, 120
Tains Ants, First Nation, 44: 159, 269, 308
Tains Ants, First Nation, 45: 841, 784, 136
Tains Ants, First Nation, 46: 106, 341, 324
Tains Ants, First Nation, 47: 894, 341, 32
Tains Ants, First Nation, 48: 159, 784, 220
Tains Ants, First Nation, 49: 841, 216, 48
Tains Ants, First Nation, 50: 159, 856, 237
Tains Ants, Second Nation, 51: 944, 154, 65
Tains Ants, Second Nation, 52: 4, 944, 13
Tains Ants, Second Nation, 53: 944, 4, 81
Tains Ants, Second Nation, 54: 154, 958, 29
Tains Ants, Second Nation, 55: 866, 150, 217
Tains Ants, Second Nation, 56: 222, 835, 45
Tains Ants, Second Nation, 57: 660, 100, 233
Tains Ants, Second Nation, 58: 675, 890, 301
Tains Ants, Second Nation, 59: 232, 150, 129
Tains Ants, Second Nation, 60: 798, 835, 317
Tains Ants, Second Nation, 61: 154, 150, 145
Tains Ants, Second Nation, 62: 866, 944, 333
Tains Ants, Second Nation, 63: 0, 0, 161
Tains Ants, Second Nation, 64: 1000, 1000, 350
Tains Ants, Second Nation, 65: 32, 154, 298
Tains Ants, Second Nation, 66: 835, 866, 126
Tains Ants, Second Nation, 67: 150, 232, 314
Tains Ants, Second Nation, 68: 890, 798, 142
Tains Ants, Second Nation, 69: 100, 660, 210
Tains Ants, Second Nation, 70: 890, 222, 38
Tains Ants, Second Nation, 71: 150, 788, 226
Tains Ants, Second Nation, 72: 835, 154, 54
Tains Ants, Second Nation, 73: 32, 866, 242
Tains Ants, Second Nation, 74: 944, 4, 70
Tains Ants, Second Nation, 75: 4, 944, 18
Tains Ants, Second Nation, 76: 866, 32, 206
Tains Ants, Second Nation, 77: 154, 835, 35
Tains Ants, Second Nation, 78: 788, 150, 223
Tains Ants, Second Nation, 79: 222, 835, 51
Tains Ants, Second Nation, 80: 660, 100, 239
Tains Ants, Second Nation, 81: 675, 890, 307
Tains Ants, Second Nation, 82: 232, 150, 135
Tains Ants, Second Nation, 83: 866, 835, 323
Tains Ants, Second Nation, 84: 154, 24, 151
Tains Ants, Second Nation, 85: 1000, 1000, 339
Tains Ants, Second Nation, 86: 0, 0, 167
Tains Ants, Second Nation, 87: 944, 866, 115
Tains Ants, Second Nation, 88: 150, 154, 303
Tains Ants, Second Nation, 89: 835, 798, 131
Tains Ants, Second Nation, 90: 150, 232, 319
Tains Ants, Second Nation, 91: 890, 675, 148
Tains Ants, Second Nation, 92: 100, 660, 216
Tains Ants, Second Nation, 93: 835, 222, 44
Tains Ants, Second Nation, 94: 150, 738, 232
Tains Ants, Second Nation, 95: 958, 154, 60
Tains Ants, Second Nation, 96: 32, 858, 248
Tains Ants, Second Nation, 97: 944, 4, 76
Tains Ants, Second Nation, 98: 154, 944, 24
Tains Ants, Second Nation, 99: 866, 150, 212
Tains Ants, Second Nation, 100: 222, 835, 40
*********************
 Round, 180:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 838, 787, 141
Tains Ants, First Nation, 2: 108, 338, 329
Tains Ants, First Nation, 3: 892, 338, 37
Tains Ants, First Nation, 4: 162, 787, 225
Tains Ants, First Nation, 5: 838, 142, 53
Tains Ants, First Nation, 6: 36, 858, 241
Tains Ants, First Nation, 7: 1000, 0, 69
Tains Ants, First Nation, 8: 0, 1000, 257
Tains Ants, First Nation, 9: 858, 48, 206
Tains Ants, First Nation, 10: 142, 838, 34
Tains Ants, First Nation, 11: 787, 162, 222
Tains Ants, First Nation, 12: 213, 838, 50
Tains Ants, First Nation, 13: 662, 108, 238
Tains Ants, First Nation, 14: 662, 892, 306
Tains Ants, First Nation, 15: 213, 162, 134
Tains Ants, First Nation, 16: 733, 838, 322
Tains Ants, First Nation, 17: 142, 36, 150
Tains Ants, First Nation, 18: 846, 952, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 952, 858, 114
Tains Ants, First Nation, 21: 162, 142, 302
Tains Ants, First Nation, 22: 838, 787, 130
Tains Ants, First Nation, 23: 162, 213, 319
Tains Ants, First Nation, 24: 892, 662, 147
Tains Ants, First Nation, 25: 108, 662, 215
Tains Ants, First Nation, 26: 838, 213, 43
Tains Ants, First Nation, 27: 162, 787, 231
Tains Ants, First Nation, 28: 964, 142, 59
Tains Ants, First Nation, 29: 48, 858, 247
Tains Ants, First Nation, 30: 1000, 0, 75
Tains Ants, First Nation, 31: 142, 952, 23
Tains Ants, First Nation, 32: 858, 36, 211
Tains Ants, First Nation, 33: 213, 838, 39
Tains Ants, First Nation, 34: 787, 162, 227
Tains Ants, First Nation, 35: 338, 892, 55
Tains Ants, First Nation, 36: 338, 108, 124
Tains Ants, First Nation, 37: 787, 838, 312
Tains Ants, First Nation, 38: 213, 162, 140
Tains Ants, First Nation, 39: 858, 838, 328
Tains Ants, First Nation, 40: 142, 48, 156
Tains Ants, First Nation, 41: 1000, 1000, 344
Tains Ants, First Nation, 42: 48, 154, 292
Tains Ants, First Nation, 43: 964, 858, 120
Tains Ants, First Nation, 44: 162, 267, 308
Tains Ants, First Nation, 45: 838, 787, 136
Tains Ants, First Nation, 46: 108, 338, 324
Tains Ants, First Nation, 47: 892, 338, 32
Tains Ants, First Nation, 48: 162, 787, 220
Tains Ants, First Nation, 49: 838, 213, 48
Tains Ants, First Nation, 50: 162, 858, 237
Tains Ants, Second Nation, 51: 940, 152, 65
Tains Ants, Second Nation, 52: 3, 940, 13
Tains Ants, Second Nation, 53: 940, 3, 81
Tains Ants, Second Nation, 54: 152, 955, 29
Tains Ants, Second Nation, 55: 868, 153, 217
Tains Ants, Second Nation, 56: 219, 832, 45
Tains Ants, Second Nation, 57: 663, 102, 233
Tains Ants, Second Nation, 58: 678, 888, 301
Tains Ants, Second Nation, 59: 229, 153, 129
Tains Ants, Second Nation, 60: 801, 832, 317
Tains Ants, Second Nation, 61: 152, 153, 145
Tains Ants, Second Nation, 62: 868, 940, 333
Tains Ants, Second Nation, 63: 0, 0, 281
Tains Ants, Second Nation, 64: 1000, 1000, 110
Tains Ants, Second Nation, 65: 36, 152, 298
Tains Ants, Second Nation, 66: 832, 868, 126
Tains Ants, Second Nation, 67: 153, 229, 314
Tains Ants, Second Nation, 68: 888, 801, 142
Tains Ants, Second Nation, 69: 102, 663, 210
Tains Ants, Second Nation, 70: 888, 219, 38
Tains Ants, Second Nation, 71: 153, 791, 226
Tains Ants, Second Nation, 72: 832, 152, 54
Tains Ants, Second Nation, 73: 36, 868, 242
Tains Ants, Second Nation, 74: 940, 3, 70
Tains Ants, Second Nation, 75: 3, 940, 18
Tains Ants, Second Nation, 76: 868, 36, 206
Tains Ants, Second Nation, 77: 152, 832, 35
Tains Ants, Second Nation, 78: 791, 153, 223
Tains Ants, Second Nation, 79: 219, 832, 51
Tains Ants, Second Nation, 80: 663, 102, 239
Tains Ants, Second Nation, 81: 678, 888, 307
Tains Ants, Second Nation, 82: 229, 153, 135
Tains Ants, Second Nation, 83: 868, 832, 323
Tains Ants, Second Nation, 84: 152, 27, 151
Tains Ants, Second Nation, 85: 1000, 1000, 99
Tains Ants, Second Nation, 86: 0, 0, 287
Tains Ants, Second Nation, 87: 940, 868, 115
Tains Ants, Second Nation, 88: 153, 152, 303
Tains Ants, Second Nation, 89: 832, 801, 131
Tains Ants, Second Nation, 90: 153, 229, 319
Tains Ants, Second Nation, 91: 888, 678, 148
Tains Ants, Second Nation, 92: 102, 663, 216
Tains Ants, Second Nation, 93: 832, 219, 44
Tains Ants, Second Nation, 94: 153, 740, 232
Tains Ants, Second Nation, 95: 955, 152, 60
Tains Ants, Second Nation, 96: 36, 859, 248
Tains Ants, Second Nation, 97: 940, 3, 76
Tains Ants, Second Nation, 98: 152, 940, 24
Tains Ants, Second Nation, 99: 868, 153, 212
Tains Ants, Second Nation, 100: 219, 832, 40
*********************
 Round, 181:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 835, 790, 141
Tains Ants, First Nation, 2: 110, 335, 329
Tains Ants, First Nation, 3: 890, 335, 37
Tains Ants, First Nation, 4: 165, 790, 225
Tains Ants, First Nation, 5: 835, 140, 53
Tains Ants, First Nation, 6: 39, 860, 241
Tains Ants, First Nation, 7: 1000, 0, 189
Tains Ants, First Nation, 8: 0, 1000, 17
Tains Ants, First Nation, 9: 860, 52, 206
Tains Ants, First Nation, 10: 140, 835, 34
Tains Ants, First Nation, 11: 790, 165, 222
Tains Ants, First Nation, 12: 210, 835, 50
Tains Ants, First Nation, 13: 665, 110, 238
Tains Ants, First Nation, 14: 665, 890, 306
Tains Ants, First Nation, 15: 210, 165, 134
Tains Ants, First Nation, 16: 735, 835, 322
Tains Ants, First Nation, 17: 140, 39, 150
Tains Ants, First Nation, 18: 847, 948, 338
Tains Ants, First Nation, 19: 0, 0, 286
Tains Ants, First Nation, 20: 948, 860, 114
Tains Ants, First Nation, 21: 165, 140, 302
Tains Ants, First Nation, 22: 835, 790, 130
Tains Ants, First Nation, 23: 165, 210, 319
Tains Ants, First Nation, 24: 890, 665, 147
Tains Ants, First Nation, 25: 110, 665, 215
Tains Ants, First Nation, 26: 835, 210, 43
Tains Ants, First Nation, 27: 165, 790, 231
Tains Ants, First Nation, 28: 961, 140, 59
Tains Ants, First Nation, 29: 52, 860, 247
Tains Ants, First Nation, 30: 1000, 0, 195
Tains Ants, First Nation, 31: 140, 948, 23
Tains Ants, First Nation, 32: 860, 39, 211
Tains Ants, First Nation, 33: 210, 835, 39
Tains Ants, First Nation, 34: 790, 165, 227
Tains Ants, First Nation, 35: 335, 890, 55
Tains Ants, First Nation, 36: 335, 110, 124
Tains Ants, First Nation, 37: 790, 835, 312
Tains Ants, First Nation, 38: 210, 165, 140
Tains Ants, First Nation, 39: 860, 835, 328
Tains Ants, First Nation, 40: 140, 52, 156
Tains Ants, First Nation, 41: 1000, 1000, 104
Tains Ants, First Nation, 42: 52, 153, 292
Tains Ants, First Nation, 43: 961, 860, 120
Tains Ants, First Nation, 44: 165, 265, 308
Tains Ants, First Nation, 45: 835, 790, 136
Tains Ants, First Nation, 46: 110, 335, 324
Tains Ants, First Nation, 47: 890, 335, 32
Tains Ants, First Nation, 48: 165, 790, 220
Tains Ants, First Nation, 49: 835, 210, 48
Tains Ants, First Nation, 50: 165, 860, 237
Tains Ants, Second Nation, 51: 936, 150, 65
Tains Ants, Second Nation, 52: 2, 936, 13
Tains Ants, Second Nation, 53: 936, 2, 81
Tains Ants, Second Nation, 54: 150, 952, 29
Tains Ants, Second Nation, 55: 870, 156, 217
Tains Ants, Second Nation, 56: 216, 829, 45
Tains Ants, Second Nation, 57: 666, 104, 233
Tains Ants, Second Nation, 58: 681, 886, 301
Tains Ants, Second Nation, 59: 226, 156, 129
Tains Ants, Second Nation, 60: 804, 829, 317
Tains Ants, Second Nation, 61: 150, 156, 145
Tains Ants, Second Nation, 62: 870, 936, 333
Tains Ants, Second Nation, 63: 0, 0, 161
Tains Ants, Second Nation, 64: 1000, 1000, 350
Tains Ants, Second Nation, 65: 40, 150, 298
Tains Ants, Second Nation, 66: 829, 870, 126
Tains Ants, Second Nation, 67: 156, 226, 314
Tains Ants, Second Nation, 68: 886, 804, 142
Tains Ants, Second Nation, 69: 104, 666, 210
Tains Ants, Second Nation, 70: 886, 216, 38
Tains Ants, Second Nation, 71: 156, 794, 226
Tains Ants, Second Nation, 72: 829, 150, 54
Tains Ants, Second Nation, 73: 40, 870, 242
Tains Ants, Second Nation, 74: 936, 2, 70
Tains Ants, Second Nation, 75: 2, 936, 18
Tains Ants, Second Nation, 76: 870, 40, 206
Tains Ants, Second Nation, 77: 150, 829, 35
